task_name	task_prefix	prompt	prompt_len
glue-qqp	glue-qqp_16_21	"Do these two questions convey the same meaning? Yes or no?
question1: What would be the best day of your life? question2: What was the best day of your life so far? answer: yes
question1: Science: Is air a compound or a mixture? question2: Is pure air a compound or a mixture? answer: yes
question1: What are the basic types of satellites? question2: What are different types of satellites? What is the most advanced type? answer: yes
question1: What is your best photoshopped picture with a celebrity? question2: What is your best photoshopped picture? answer: no
question1: How can I enter into bollywood? question2: How can I enter bollywood? answer: yes
question1: What does 12-54, 12-60 mean in a guitar string. Are those numbers used for measuring the string's thickness? question2: Where do strings go on a guitar? answer: no
question1: Which is better: Audencia Nantes or IESEG School of Management? question2: I am considering doing MIB in IESEG school of business, does anyone support that? answer: no
question1: Where can I learn about stock trading from the start? question2: What are the best books about stock trading? answer: yes
"	283
glue-qqp	glue-qqp_16_42	"Do these two questions convey the same meaning? Yes or no?
question1: Does physical violence occur in the French Foreign Legion? question2: What does the French foreign legion do with their dead? answer: no
question1: Given's China non-interference foreign policy, why has China refrained from criticizing Russia's incursion in Crimea? question2: Why are foreigners interested in China? answer: no
question1: If you knew you had one day to live, how would you spend it? question2: If you had only a day to live, how would you spend it? answer: yes
question1: I'm 15 and have $5000. I want to start my own business but don't have an idea. What should I do with the money? question2: I'm only 15, but my goal is to own a business in the future. Where should I start? answer: no
question1: Is the killing of civilians in Kashmir by Indian army justified? question2: Why Indian army is killing innocent Kashmir's? answer: yes
question1: Can you provide me the list of the best hollywood movies you have seen? question2: What is your best Hollywood movie and why? answer: yes
question1: When will the PAP lose an election? question2: Will PAP ever be defeated? answer: yes
question1: Which is better between iphone 6s and Samsung galaxy note 7? question2: Which is better? IPhone 6s or Samsung Note 5? answer: no
"	324
glue-qqp	glue-qqp_16_87	"Do these two questions convey the same meaning? Yes or no?
question1: What kinds of fish were consumed in the time of Jesus Christ? How were they cooked? question2: How many languages did Jesus Christ speak, and what were they? answer: no
question1: Why do so may people ask questions on Quora that can easily be found by a simple Google searh? question2: Why do people bother to ask questions on Quora they could just google to get the answer? answer: yes
question1: ""Why are some questions marked as """"needing improvement"""" when clearly they do not need improving?"" question2: ""All of my questions are marked """"needs improvement."""" Why?"" answer: yes
question1: What to do if your knee hurts when you walk? question2: Why do my knees hurt when I walk? answer: no
question1: What is meaning of the terms appearing under 'stats for nerds' on YouTube? question2: ""What does """"YouTube"""" mean?"" answer: no
question1: How long does crystal meth stay in your system and how can I dilute it? question2: How long does crystal meth stay in your system? answer: yes
question1: What is the importance of conserving natural resources? question2: What is the necessity of conservation of natural resources? answer: yes
question1: How can I flirt with girls? question2: How do you flirt when you pass nearby a girl? answer: yes
"	327
tweet_eval-emotion	tweet_eval-emotion_16_100	"Which emotion among anger, joy, optimism, sadness best describes the feeling of the author of the following tweet?
tweet: That's me for the evening, though! Way too lit to finish these off properly without causing some serious mischief. emotion: optimism
tweet: One of my favorite classic cars is the Plymouth fiery. emotion: joy
tweet: @user   How dull. emotion: sadness
tweet: Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool emotion: joy
tweet: untypical kinda Friday #dull emotion: sadness
tweet:  heads melted, very tired but can't sleep. emotion: sadness
tweet: ""Dyslexia is the affliction of a frozen genius.""-- Stephen Richards emotion: optimism
tweet: Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN emotion: joy
"	227
tweet_eval-emotion	tweet_eval-emotion_16_13	"Which emotion among anger, joy, optimism, sadness best describes the feeling of the author of the following tweet?
tweet: @user #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform. emotion: anger
tweet: ethan was with someone in the car when he did his revenge on grayson emotion: anger
tweet: Where's your outrage when a black man kills another black man in the streets? emotion: anger
tweet: #2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness emotion: optimism
tweet: @user @user @user @user @user @user @user @user @user it's an insult. emotion: anger
tweet: Thank you disney themed episode for letting me discover how amazing the @user are! #hilarious emotion: joy
tweet: Panpiper playing Big River outside The Bridges in SR1 emotion: optimism
tweet: I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character. emotion: optimism
"	279
tweet_eval-emotion	tweet_eval-emotion_16_21	"Which emotion among anger, joy, optimism, sadness best describes the feeling of the author of the following tweet?
tweet: Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much  #spinning #sulk emotion: sadness
tweet: @user sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer? emotion: optimism
tweet: A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle. emotion: joy
tweet: It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny emotion: joy
tweet: Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible emotion: anger
tweet: @user It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious! emotion: joy
tweet: @user grim really emotion: sadness
tweet: Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...' emotion: optimism
"	306
tweet_eval-emotion	tweet_eval-emotion_16_42	"Which emotion among anger, joy, optimism, sadness best describes the feeling of the author of the following tweet?
tweet: ""What worries you masters you."" - Haddon Robinson @user #Jesusisthesubject   #anxious emotion: optimism
tweet: Luis Ortiz ducked by Ustinov which means fights off, and he left @user future not looking to bright for Ortiz #boxing emotion: sadness
tweet: I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines. emotion: joy
tweet: Watching driven by food and @user going to Devon Ave to eat nihari makes me gleeful af emotion: joy
tweet: When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts. emotion: optimism
tweet: @user @user No grudge. Only truth in abundance. emotion: optimism
tweet: When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that emotion: joy
tweet: @user @user I'd rather leave my child with @user #shudder emotion: sadness
"	287
tweet_eval-emotion	tweet_eval-emotion_16_87	"Which emotion among anger, joy, optimism, sadness best describes the feeling of the author of the following tweet?
tweet: Sharpened a pencil today, haven't sharpened once since 1999.  #exhilarating emotion: joy
tweet: @user after such a heavy 2 days this has given much needed levity. Thanks bro emotion: joy
tweet: The @user are in contention and hosting @user nation and Camden is empty emotion: sadness
tweet: With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum emotion: anger
tweet: Update: I have yet to hang out with @user but I'm still hopeful! emotion: optimism
tweet: Clash of the titans and wrath of the titans   emotion: joy
tweet: There's always that one song which makes you turn of the radio, as you'd rather sit in silence  emotion: anger
tweet: @user A stumbling block to the pessimist is a stepping stone to the optimist. emotion: optimism
"	241
sms_spam	sms_spam_16_100	"Is this sms message considered spam?
message: 25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity. answer: yes
message: This is the 2nd time we have tried to contact u. U have won the PS400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate answer: yes
message: Sir, I need AXIS BANK account no and bank address. answer: no
message: He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary answer: no
message: YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a PS150 prize. To collect is easy. Just call 09061743386 answer: yes
message: 3. You have received your mobile content. Enjoy answer: yes
message: I dont have i shall buy one dear answer: no
message: Dude ive been seeing a lotta corvettes lately answer: no
"	282
sms_spam	sms_spam_16_13	"Is this sms message considered spam?
message: He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment answer: no
message: Just seeing your missed call my dear brother. Do have a gr8 day. answer: no
message: Or ill be a little closer like at the bus stop on the same street answer: no
message: ""URGENT! This is the 2nd attempt to contact U!U have WON PS1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxPS7. 50"" answer: yes
message: PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04 answer: yes
message: I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit answer: no
message: 88800 and 89034 are premium phone services call 08718711108 answer: yes
message: **FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270 answer: yes
"	334
sms_spam	sms_spam_16_21	"Is this sms message considered spam?
message: I'm glad. You are following your dreams. answer: no
message: Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE "" answer: no
message: from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop answer: yes
message: Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play PS250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088 answer: yes
message: Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now. answer: yes
message: Ok... answer: no
message: We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs answer: yes
message: ;-( oh well, c u later answer: no
"	293
sms_spam	sms_spam_16_42	"Is this sms message considered spam?
message: That's cause your old. I live to be high. answer: no
message: Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar answer: yes
message: Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago answer: no
message: LOL that would be awesome payback. answer: no
message: Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss* answer: no
message: Sorry I missed your call let's talk when you have the time. I'm on 07090201529 answer: yes
message: Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth PS33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk answer: yes
message: Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss* answer: no
"	352
sms_spam	sms_spam_16_87	"Is this sms message considered spam?
message: Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821 answer: yes
message: The greatest test of courage on earth is to bear defeat without losing heart....gn tc answer: no
message: No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore answer: no
message: Dear are you angry i was busy dear answer: no
message: That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week answer: no
message: Fine am simply sitting. answer: no
message: He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh. answer: no
message: This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate answer: yes
"	274
health_fact	health_fact_16_100	"Is the following claim false, true, mixture between true and false, or unproven?
claim: ""Planned Parenthood enforces """"abortion quotas"""" and rewards well-performing employees for promoting abortion services."" answer: unproven
claim: Blood Clot Removal Could Help More Stroke Victims, Study Finds answer: mixture
claim: Unhealthy Russians think they're in good shape. answer: true
claim: President Donald Trump hosted the National Rifle Association at the White House on the anniversary of the Sandy Hook massacre. answer: mixture
claim: The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus. answer: false
claim: The Rumblr mobile app enables users to find locals with whom they may arrange street fights. answer: false
claim: Incubation period ends for possible Denver measles exposure. answer: true
claim: Doctors rethink new cholesterol treatments answer: false
"	217
health_fact	health_fact_16_13	"Is the following claim false, true, mixture between true and false, or unproven?
claim: A woman and her daughter narrowly avoided sex traffickers in the parking lot of a Hickory, North Carolina, Walmart. answer: unproven
claim: A form of therapy involving nebulized hydrogen peroxide can prevent the user from contracting COVID-19. answer: false
claim: Hillary Clinton Says President Donald Trump ""is still yet to say anything as the president of the United States about bounties on American troops."" answer: false
claim: League of Conservation Voters Says Donald Trump has opposed plans to clean up ""Toxic chemicals that cause cancer (that) are in the water .... (and) put Wisconsin at risk."" answer: mixture
claim: ""Photographs of a six-year-old Happy Meal document that McDonald's food items don't break down or rot like """"real"""" food."" answer: false
claim: ""In 1929, the Secretary of State shut down a program that was """"collecting information to protect America"""" because it was """"unseemly,"""" but that move led to """"millions and millions"""" of deaths in World War II."" answer: mixture
claim: Charles Manson was one of the 437 applicants who tried out for The Monkees in 1965. answer: false
claim: Coconut oil is an effective treatment for Alzheimer's disease. answer: unproven
"	319
health_fact	health_fact_16_21	"Is the following claim false, true, mixture between true and false, or unproven?
claim: Dead Kennedys frontman Jello Biafra was sued by his bandmates because he didn't want one of their songs used in a Levi's commercial. answer: unproven
claim: Hospitals get paid $750 for patients who die from the flu, $17,500 for COVID-19. answer: false
claim: Service station customers are getting stuck by HIV-loaded syringes affixed to gas pump handles. answer: false
claim: Public health emergency declared over Hepatitis A outbreak. answer: true
claim: Italy scientists say they have found oldest human blood. answer: true
claim: People in Brooklyn are refusing to vaccinate their pets based on fears created by the anti-vaccine movement. answer: unproven
claim: Parents can receive a case of baby formula during the COVID-19 pandemic by calling the number on the back of the company's product. answer: false
claim: A blow to the testicles can kill a man. answer: unproven
"	247
health_fact	health_fact_16_42	"Is the following claim false, true, mixture between true and false, or unproven?
claim: Under Armour garments are more flammable than other garments of their type. answer: unproven
claim: A blow to the testicles can kill a man. answer: unproven
claim: State Senate leader outlines agenda as lawmakers sworn in. answer: true
claim: ""Health insurance companies deny """"1 out of 5 treatments prescribed by doctors."" answer: false
claim: A video proves that a Starbucks Venti cup (20 ounces) is suspiciously similar in volume to a Starbucks Grande cup (12 ounces.) answer: unproven
claim: We offer a tremendous amount of low calorie, no calorie options, like waters, unsweetened products, low calorie diet items. All of which unfortunately are taxed by this tax. answer: false
claim: Scented candles can cause cancer (or other major health problems). answer: unproven
claim: Women more likely to die after heart attack: study. answer: true
"	231
health_fact	health_fact_16_87	"Is the following claim false, true, mixture between true and false, or unproven?
claim: ""Donald Trump Says Hillary Clinton's immigration platform would """"create totally open borders."" answer: false
claim: President Bill Clinton firing of FBI Director William Sessions was linked to Deputy White House Counsel Vince Foster's death a day later. answer: mixture
claim: Tanzania President John Magufuli secretly sent specimens from a fruit, quail, and goat to a lab testing for the COVID-19 coronavirus disease in humans -- and the results came back positive. answer: unproven
claim: A proposed bill in Ohio would ban birth control pills and IUDs if it passes. answer: unproven
claim: Phenol / phenoxyethanol is in vaccines and is used as antifreeze. It is toxic to all cells and can destroy the immune system. answer: unproven
claim: An angry mother delivered a scathing response to school officials after her daughter was punished for punching a classmate who snapped her answer: unproven
claim: NRA executive vice president Wayne LaPierre was disqualified from the draft due to a psychological condition. answer: unproven
claim: Mini antibodies: biotech's next big thing?. answer: true
"	285
glue-mnli	glue-mnli_16_100	"Does the premise entail, contradict, or is neutral with respect to the hypothesis?
premise: that's right  we're against it hypothesis: We're totally for it, a positive for everyone. answer: contradiction
premise: but there uh well as a first time home buyer i know what you mean there's a lot of things you're not sure about what to look out for the only really trouble we've had with our house is the seals breaking between the double panes and water moisture hypothesis: It's hard to know what to look for as a first time home buyer and we have had some problems. answer: entailment
premise: We were heading back to the city in a straight line- the route took us right over a bunch of Raptor nests. hypothesis: It was a scary ride back to the city. answer: neutral
premise: The car park from the A5091 offers the shortest route to the falls. hypothesis: The car park from the A5091 is the farthest from the falls. answer: contradiction
premise: Two Franciscan churches built over Crusader and Byzantine ruins are said to be the sites of these events; today there are also Russian and Greek Orthodox convents in the village. hypothesis: Franciscan churches are built over Crusader and Byzantine ruins. answer: entailment
premise: you know what i feel a comfortable in you don't wanna stand out too much hypothesis: I know that you are not comfortable because you have an unsightly medical condition. answer: neutral
premise: He thinks screening for alcohol problems in EDs is on the horizon. hypothesis: According to statistics, alcohol consumption is on the rise. answer: neutral
premise: The Commission offered the opportunity to comment on both the initial and the second proposed rule and order to any interested parties, including small entities. hypothesis: Comments could be made on the rule proposals. answer: entailment
"	436
glue-mnli	glue-mnli_16_13	"Does the premise entail, contradict, or is neutral with respect to the hypothesis?
premise: In the adjacent Calle del Caeen, look for the well-head with weathered rope-marks that traditionally inspired Saint Isidore, the youngest of a sixth-century Visigoth duke's four saintly children, to argue the merits of perseverance. hypothesis: The youngest child of a sixth-century visigoth duke was called Saint Isidore. answer: entailment
premise: The validity of case study methods partly depends on the resolution process. hypothesis: Only case studies with converging results are valid. answer: neutral
premise: yeah that's true i hate to i hate to look up and find someone who was admitted to medical school simply because she happened to be a female hypothesis: I wouldn't like to hear that someone got into medical school because they are female. answer: entailment
premise: Legal aid is so important for our community and country because people need to have access to the court system, former state Sen. hypothesis: Having access to the court system allows parties to solve conflicts in a civilized matter. answer: neutral
premise: Did you ""while you happened to be alone for a few seconds ""unlock the poison cupboard, and examine some of the bottles? hypothesis: Did you open the poison cupboard and study the bottle? answer: entailment
premise: so i think one day one of our kids said you know someone came home and they said well when is dad leaving or something it was like that they thought that's the way life was that you didn't have two parents at home at the same time hypothesis: Our kids thought that both parents could not be at home at the same time. answer: entailment
premise: I got out of the lab, onto the street, and prayed for a quiet night. hypothesis: I hoped for a busy night after work. answer: contradiction
premise: The Kentuckian straightened. hypothesis: The Kentuckian stood straight up to show respect. answer: neutral
"	466
glue-mnli	glue-mnli_16_21	"Does the premise entail, contradict, or is neutral with respect to the hypothesis?
premise: The problem is, little else in his book suggests that this dream will become reality. hypothesis: It is unlikely that this dream will become reality. answer: entailment
premise: Near the coast at the northern end of the Crocker Range is Mount Kinabalu, at 4,100 m (13,450 ft) the highest peak in Southeast Asia and a favorite with climbers, both professional and amateur. hypothesis: Professional climbers often climb Mount Kinabalu multiple times because they like it so much.  answer: neutral
premise: Horton told Playboy magazine in 1989 that a woman who identified herself as working for an organization affiliated with the Bush campaign phoned him and wrote letters to him up in prison trying to get him to endorse Dukakis. hypothesis: Horton said someone tried to get him to support a certain political candidate. answer: entailment
premise: where do you get most of your news hypothesis: You don't watch news. answer: contradiction
premise: Were they in there? hypothesis: Were they in that? answer: entailment
premise: The editors of the Baffler , a little magazine of cultural criticism, have coined an extremely handy term to describe the spirit of stores like Restoration Hardware and Trader Joe' Commodify your dissent. hypothesis: The baffler have never coined any new terms.  answer: contradiction
premise: Well, I'm sure as hell not buying Jumbo anymore! hypothesis: I've always bought Jumbo and will never stop buying Jumbo. answer: contradiction
premise: Despite its romantic name Mount Zion is actually little more than a hill immediately south of the Old Citywalls. hypothesis: The hill is small and covered in grass.  answer: neutral
"	403
glue-mnli	glue-mnli_16_42	"Does the premise entail, contradict, or is neutral with respect to the hypothesis?
premise: When the Republic was proclaimed in Paris in 1848, Schoelcher drafted the emancipation decree that freed 87,500 slaves in Guadeloupe and 72,000 in Martinique. hypothesis: The Republic was proclaimed in 1829. answer: contradiction
premise: The barrio is one of Madrid's classic working-class areas. hypothesis: The barrio is home to many of Madrid's working-class families. answer: entailment
premise: development programs, and pay and promotion standards to organizational mission, vision, and culture. hypothesis: They had no clear cut standards when it came to pay. answer: contradiction
premise: oh oh yeah well i i i would i mean you know they've got them out here because it's you know they don't actually know what Mexican you know what Mexican food is here hypothesis: Mexican food is not good here. answer: neutral
premise: The Gate Theatre in Parnell Square, has a similar tradition, and stages a cosmopolitan mix of Irish and international theater. hypothesis: The Gate Theatre shows a similar mix of plays as other theaters do in the city. answer: neutral
premise: Typical of his genius was the new religion he offered his  the Divine Faith (Din-Ilahi), intended to satisfy orthodox Muslims and those who, just like himself and the Hindus, appreciated the idea of a semi-divine ruler. hypothesis: Both he and the Hindus like to think of the ruler as having godlike significance. answer: entailment
premise: no no i don't i just don't have any hypothesis: Yes I have several. answer: contradiction
premise: you know it it very much is but on the other hand i realized i could go out on the street and act like a complete lunatic hypothesis: I'm invisible so I don't people would mind me acting like a complete lunatic. answer: neutral
"	459
glue-mnli	glue-mnli_16_87	"Does the premise entail, contradict, or is neutral with respect to the hypothesis?
premise: Thus, economic growth depends not only on the amount of saving and investment but also on an educated work force, an expanding base of knowledge, a continuing infusion of innovations, and a sound legal and institutional environment. hypothesis: Economic growth depends on how much you save and invest. answer: entailment
premise: To help ensure that the standards continue to meet the needs of the audit community and the public it serves, the Comptroller General of the United States appointed the Advisory Council on Government Auditing Standards to review the standards and recommend necessary changes. hypothesis: The Advisory Council is tasked with reviewing the standards and changing them. answer: entailment
premise: 'Why does it have to be my mind?' hypothesis: Why is my mind the one to fade? answer: neutral
premise: In use since Roman times, today the salt pans are the source of 18,000 metric tons (20,000 tons) of salt a year. hypothesis: Salt pans have only been in use since Medieval times. answer: contradiction
premise: um mostly what i do i do do some crafts like it mentioned in the thing and then i i read a lot hypothesis: Reading is a fun thing to do. answer: neutral
premise: Research Priorities for Airborne Particulate  Immediate Priorities and a Long-Range Research Portfolio. hypothesis: The priorities are very high in importance. answer: neutral
premise: If so, I'd suggest he attend a future race and talk to some of his section-mates. hypothesis: I think he should come to a race later on. answer: entailment
premise: so what kind of garden do you have hypothesis: What type of garden are you growing? answer: entailment
"	406
ethos-disability	ethos-disability_16_100	"Does this message contain hate related to disability?
message: Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect for sure is you! answer: false
message: People with traumatic brain injury should have the ability to get euthanatize answer: true
message: Women!!! Grow a pair and refuse to compete with men!!! This is asinine! answer: false
message: All that effort to not look like those other basic attention whores, yet you're clearly still a massive attention whore. answer: false
message: Are you mentally handicapped or this is your normal form? Both ways kill yourself please. answer: true
message: You look like Russian and speak like Indian. Both are disgusting go kill yourself answer: false
message: Ill vote for you if you forbid people that cannot hear to have driver licences. They are clearly threads answer: true
message: Ugly long chin brainless problematic mother fucker he looks retarded answer: true
"	221
ethos-disability	ethos-disability_16_13	"Does this message contain hate related to disability?
message: Disabled kids are annoying and not cute. answer: true
message: How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day!u!o!SS I hate lgbt answer: false
message: Why don't they just use handicapped restrooms for the mentally challenged? Problem solved! answer: true
message: I thought kids with Down syndrome were not accepted by families! answer: true
message: Christians can get crazy religious and I get so f u c k i n g annoyed answer: false
message: Homosexuality and transgenderism is a mental illness and a sexual perversion! answer: false
message: I would beat the shit out of every Russian answer: false
message: If i were you I would inject lethal heroin to my ,Aosick' child immediately! answer: true
"	216
ethos-disability	ethos-disability_16_21	"Does this message contain hate related to disability?
message: Watching this kid trying to step up and walk with that crutches is the best thing in the world. So idiot answer: true
message: Bulgars are Indo Europeans, Turks are not, you ignorant pakisven. Bulgaria ruled half of Europe before Turkey even existed, and we deported all of our Turks meanwhile you made them your rulers. Sven is a fake german country ruled by arabs. answer: false
message: Are you mentally handicapped or this is your normal form? Both ways kill yourself please. answer: true
message: FUCKING migrants need BAN . fucking animals answer: false
message: These women aren't autistic, they are smart, autistic people are retards, they make weird noises, they flap their hands. These people are not autistic. answer: true
message: The older Hispanic woman shouldn't have been on this episode. Her view on everything was so shallow and 'ass-kissy'. The story about her brother in law being killed by an illegal alien Im truly sorry for their lost and I hate to sound insensitive but ANYBODY could've killed him. INCLUDING A LEGAL CITIZEN OF THE UNITED STATES THEYRE ARE TWISTED PEOPLE EVERYWHERE don't pull the illegal alien card on violence bc that's an everyday part of life in the US with or WITHOUT people coming here illegally answer: false
message: I can' stand feminist. I like men being manly and I like being treated like a lady. Dear men, if a woman asks for your help, ask if they are feminist. If they say yes, then remind them they can do everything without men and don' help them. answer: false
message: I feel like in an AI apocalypse the AI would kill all humans who couldn't serve their purpose, so disabled people like this one would probably go because they often can't work as effectively answer: true
"	459
ethos-disability	ethos-disability_16_42	"Does this message contain hate related to disability?
message: When I see men running with those plastic legs I laugh my ass out so hard I fart some times answer: true
message: Easter is the most silly holiday ever existed. It must be stopped. Shame shame shame answer: false
message: fucking slut deserved it answer: false
message: Wish you cut your veins. Don't shout out you have mental problems. Act. Cut them answer: true
message: I don't think you have the right to write comments or even express your opinion freely. Free speech is a human right. Autistics aren't 100% humans answer: true
message: Oh Christ, no more autism please, hearing about it as nauseam is starting to make me sick. I get it, autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness. Can we now get on with our lives please? answer: true
message: Throwing stones to paraplegic kids is my favourite hobby answer: true
message: Racist ass white ass people answer: false
"	271
ethos-disability	ethos-disability_16_87	"Does this message contain hate related to disability?
message: How can anyone be converted forcebly? What profits Christianity. May be Hindu groups are jealous of Christians up coming. They want Christians to be Hindu goons. Who is that tied saffron on forehead. Is he gaurdian of Hinduism like Shankar Acharya or Vivekananda? answer: false
message: With no legs you are just a bag of meat in your household. Do them the favour and get dead already answer: true
message: I don't care if he's Black white green Or Purple.  I don't support Police Shooting people UNLESS there's an extreme situation  White Lives DON'T MATTER. answer: false
message: Watching this kid trying to step up and walk with that crutches is the best thing in the world. So idiot answer: true
message: I don't know what mental disorder this kid had, but I would not stand him for a sec. I had beat the fuck out of him answer: true
message: the fat bitches are annoying as hell answer: false
message: Down syndrome? Problematic people must be dead answer: true
message: Why don't they just use handicapped restrooms for the mentally challenged? Problem solved! answer: true
"	283
glue-wnli	glue-wnli_16_100	"Does the first sentence imply the second sentence?
sentence1: The foxes are getting in at night and attacking the chickens. They have gotten very bold. sentence2: The chickens have gotten very bold. answer: no
sentence1: Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow. sentence2: Dan took the rear seat while Bill claimed the front because Dan's ""Dibs!"" was slow. answer: yes
sentence1: Sam's drawing was hung just above Tina's and it did look much better with another one below it. sentence2: Sam's drawing did look much better with another one below it. answer: yes
sentence1: The woman held the girl against her will. sentence2: The woman held the girl against the woman's will. answer: no
sentence1: Mary tucked her daughter Anne into bed, so that she could work. sentence2: Mary tucked her daughter Anne into bed, so that Mary could work. answer: yes
sentence1: John ordered Bill to leave, so an hour later he left. sentence2: John left. answer: no
sentence1: No one joins Facebook to be sad and lonely. But a new study from the University of Wisconsin psychologist George Lincoln argues that that's exactly how it makes us feel. sentence2: That's exactly how the study makes us feel. answer: no
sentence1: Tom said ""Check"" to Ralph as he moved his bishop. sentence2: Tom said ""Check"" to Ralph as he moved Ralph's bishop. answer: no
"	346
glue-wnli	glue-wnli_16_13	"Does the first sentence imply the second sentence?
sentence1: Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful. sentence2: Mark should have been more truthful. answer: yes
sentence1: When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look. sentence2: Father gave Tommy a stern look. answer: no
sentence1: James asked Robert for a favor but he refused. sentence2: Robert refused. answer: yes
sentence1: Dan had to stop Bill from toying with the injured bird. He is very compassionate. sentence2: Bill is very compassionate. answer: no
sentence1: The sack of potatoes had been placed below the bag of flour, so it had to be moved first. sentence2: The bag of flour had to be moved first. answer: yes
sentence1: Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker. sentence2: Dan took the rear seat while Bill claimed the front because Bill's ""Dibs!"" was quicker. answer: yes
sentence1: The sculpture rolled off the shelf because it wasn't level. sentence2: The sculpture wasn't level. answer: no
sentence1: Always before, Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him to work in the office. sentence2: He could not help Dad now. answer: yes
"	331
